,total_voxels,left_1,right_1,left_2,right_2,left_3,right_3,left_4,right_4,left_5,right_5,left_6,right_6,left_7,right_7,left_8,right_8,left_9,right_9,left_10,right_10,left_11,right_11,left_12,right_12
s0992,83702,1812,2069,3022,2826,3193,3169,3714,3767,4653,4400,4847,5039,5510,5712,4540,4561,3914,3926,3204,3053,2419,2243,1130,979
s0974,21573,2270,1705,2061,1862,1617,1710,1727,1781,1780,1919,1398,1738,5,0,0,0,0,0,0,0,0,0,0,0
s0857,18544,2138,1740,2105,2331,2069,1937,2249,1880,1435,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0991,88653,2212,2521,2671,2775,3085,3189,3841,4071,4908,4622,4681,4993,5277,5515,4593,4798,4345,4669,3524,3669,2897,2677,1623,1497
s0623,160472,4359,4261,5761,5414,6788,7030,8912,8260,9769,9486,9847,10089,9246,9137,7994,8013,6828,6833,5523,5628,3846,3726,1818,1904
s0635,95067,3035,2945,2895,2747,3299,3010,4379,4731,5148,5243,5812,5900,5955,5751,5023,5216,4610,4507,3730,3479,2716,2479,1403,1054
s0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0002,3228,801,837,849,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0716,108142,2302,2572,4161,4574,4502,4575,5604,5798,5578,6017,6189,7081,6556,6272,5889,5928,4809,4856,3714,4065,2452,2442,1235,971
s0735,75315,2193,1928,2614,2754,2645,2889,3384,3320,4004,4355,4784,4762,5108,4606,4203,3847,3582,3825,2972,3091,1796,1705,444,504
s0438,88657,3100,3435,3149,3473,3717,3594,4443,4510,4795,5593,5837,6098,5509,5923,4696,4867,3704,4014,2801,2271,1281,1063,388,396
s0109,40968,0,0,0,0,0,0,0,0,0,0,1021,1528,2742,2768,3775,3576,5301,5291,4100,4073,2710,2651,867,565
s0162,159475,4174,4884,5128,4960,6678,6576,8514,9127,8838,10297,10354,11092,10632,10263,8708,9571,8303,7795,4780,5228,1555,1723,189,106
s0505,90634,0,0,0,0,0,0,0,11,252,3226,4013,9203,7173,9695,8667,7940,9040,6883,7715,6772,3309,3900,1429,1406
s0853,24949,2978,3309,3701,3755,2381,2665,1893,1811,1051,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0584,2212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,173,557,765,130,552
s1029,129879,5454,3804,4443,4435,5521,5426,6559,6407,7170,7914,7828,7936,7530,7649,5813,6298,6038,6000,4292,4140,3092,3094,1311,1725
s0811,98245,1668,1713,2504,2522,3141,3452,4771,4720,4863,5855,6341,6498,6558,7030,5766,5804,4887,5036,3581,4475,2154,2985,1019,902
s0868,16780,1450,1910,2594,2498,1675,1471,1450,1342,1103,952,150,185,0,0,0,0,0,0,0,0,0,0,0,0
s0546,158346,5583,5142,5796,5087,6311,6001,8017,8187,9250,9145,10116,10703,8992,10501,7110,7910,7058,7246,5141,5043,3359,3640,1550,1458
s1271,39720,0,0,0,0,0,0,0,0,697,0,1958,1436,2870,2258,3170,2703,4641,4607,4258,4163,2468,2643,887,961
s1010,28246,3868,4314,3924,4013,3799,3704,2073,2174,198,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0244,33999,0,0,0,0,0,0,0,0,0,0,0,0,883,1567,1781,2029,2999,4557,5592,5042,3620,3524,1544,861
s0422,112801,3263,3861,3866,3749,4251,4332,5336,5773,5837,6571,6883,7471,7036,7468,5966,6158,6047,5844,3967,4366,2388,2029,136,203
s0082,36856,0,0,0,0,0,0,0,0,1525,732,1963,1588,1940,1730,3599,3182,3818,4183,3447,3436,2413,2365,410,525
s0201,10347,0,0,0,0,0,0,0,0,0,0,0,0,81,0,32,154,501,558,1012,1321,2348,1985,1309,1046
s0741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1197,84764,3138,2776,3275,3375,3796,3767,4584,4790,5090,4838,6034,5973,5566,5723,4653,4747,4062,3585,2338,1845,673,136,0,0
s0756,26970,5533,5019,2497,3610,1179,1897,1355,1642,1672,1926,143,497,0,0,0,0,0,0,0,0,0,0,0,0
s1212,21466,0,0,0,0,0,0,0,0,0,0,7,0,938,1020,1240,1691,2575,2543,3267,3003,2290,1990,490,412
s1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0419,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,127
s0471,33565,0,0,0,0,0,0,449,370,958,1171,1633,1712,2134,2547,2041,2832,3138,3447,2538,3064,2089,1983,640,819
s0075,47618,0,0,0,0,0,0,0,0,0,1,826,1251,2633,2797,4432,5726,5128,5056,5186,3982,3201,3060,2274,2065
s1099,91360,1969,2056,2493,2443,3254,3341,4421,5173,5201,5900,5998,6330,6293,5879,5024,5377,4207,4629,3205,3334,2226,1980,315,312
s1007,126230,3189,3355,3336,3264,4878,5015,6124,6477,6162,6515,7802,7610,8622,8408,7220,6960,6241,5720,5255,5173,2947,2874,1618,1465
s0043,3373,789,820,776,987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0179,7909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,354,644,548,1094,1104,1226,1328,549,621
s0045,42271,0,0,0,0,0,0,0,0,811,1058,1861,1886,2732,2920,2695,2892,4133,4170,4965,4930,3170,2648,483,917
s0467,125548,4227,2791,3384,3577,4949,4581,6288,6553,7090,6827,7495,7633,8214,8398,6716,7178,6373,6378,5025,5316,2947,2757,549,302
s1283,86943,2745,2500,2746,2969,3310,3312,3910,4379,4436,4382,5028,5039,5122,5261,4643,4957,4268,4283,3548,3584,2378,2055,1182,906
s1066,87348,2561,2736,3097,3188,3668,3857,4448,4429,4708,5214,5780,5573,5236,5562,4640,4995,3932,4552,2689,3131,1165,1402,306,479
s1390,56589,0,0,0,0,0,0,0,0,248,138,2620,2097,3990,4483,4212,4474,4660,6373,6683,6084,4092,3485,1468,1482
s0909,17194,3064,2468,2488,2295,1834,2000,1424,1601,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0668,16654,0,0,0,0,0,0,0,0,74,0,1215,980,418,1400,298,906,396,1144,1207,2119,2230,2210,1070,987
s1209,146631,5143,5224,4990,5180,6333,6041,7640,7977,8627,9013,10155,9833,8582,8698,7132,7190,5913,6396,4683,4620,3399,2859,455,548
s0666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1311,152053,3619,3805,5115,5121,5599,6027,7147,7603,8243,8767,9140,9548,9553,9967,8525,9288,8882,8278,6431,6302,2636,2077,264,116
s0455,104314,3192,3580,3660,3478,3943,4162,5098,5524,5489,6389,6500,7097,6696,7142,5622,5824,5345,5559,3381,3561,1628,1371,73,0
s0933,100566,3388,2901,3318,3826,3867,3842,4840,5457,5334,5977,6254,6595,6242,5285,5130,6014,4456,5038,3663,3396,2153,1896,791,903
s0140,6192,1724,1092,2002,884,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0006,5929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,1,528,341,860,734,850,823,844,716
s1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0708,66771,1828,1890,2443,2156,2753,2427,3434,3392,3829,3621,4324,4208,3905,4110,3179,3442,2936,2980,2598,2495,2003,1725,630,463
s0044,7942,2172,2057,1699,1402,205,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0308,97896,0,0,22,0,903,842,1908,2189,3457,3624,6769,7507,8060,8522,7480,8014,7044,7310,6232,6103,3938,3978,1897,2097
s1384,83749,2267,2481,2434,2557,2935,2752,3833,3629,4836,4783,5348,5556,5576,5457,4644,4463,4111,3949,3672,3300,2037,2089,555,485
s0444,65223,2058,2105,2593,2500,2757,3021,3673,3650,4020,3948,4194,4101,4153,4288,3681,3787,3071,3012,1818,1578,628,585,1,1
s0152,22435,3472,3453,2987,2815,2439,2294,2094,2004,552,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0654,113443,2907,3137,3529,3752,4321,4634,5599,6112,6372,7031,6842,7199,8138,8346,5638,6520,4422,5355,4333,3638,2084,1959,818,757
s1114,30185,1673,2580,2696,3142,3224,3155,3119,3195,2725,2607,1406,663,0,0,0,0,0,0,0,0,0,0,0,0
s1059,27101,4705,5210,4889,5043,2993,2266,1029,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0283,11508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,718,995,1153,1456,1623,1199,1279,1008,1493
s0485,131631,3285,3022,4428,4392,5193,5561,6465,6851,7413,7744,7533,8097,7191,8062,7336,7208,6243,6083,4970,5068,3137,3444,1405,1500
s1090,146498,4594,4262,4548,4123,5138,5232,6473,6174,8474,9363,10061,10553,6629,8192,7580,7216,6218,6282,5798,5955,4942,4570,1869,2252
s0976,118073,4465,4129,4438,4256,5409,5656,6432,6822,7508,7555,8282,8592,8161,8483,4970,6196,5263,4386,2835,2471,968,796,0,0
s0526,9595,1049,3085,646,902,400,726,357,781,361,908,380,0,0,0,0,0,0,0,0,0,0,0,0,0
s0928,96911,4679,0,3348,3682,4226,4167,4677,5487,5150,5640,5562,6458,5916,5801,4774,5447,4487,4632,3759,3608,2306,1941,600,564
s0442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1140,92134,3964,2933,3243,3389,3460,3446,4678,4530,4611,5260,5826,5392,5391,5937,4369,4957,4211,4127,3111,3317,1753,2500,621,1108
s1387,175982,4290,4225,3689,3652,6857,4779,7573,7760,9817,10189,11669,12346,11781,11979,10055,10311,8431,8295,7280,6450,5424,4767,2384,1979
s0119,73446,0,0,0,0,0,0,1053,1157,2730,3023,3845,4821,5972,6712,7155,6892,5911,6213,4845,4690,2956,2672,1441,1358
s0218,20855,0,0,0,0,0,0,0,0,0,0,478,509,1263,1261,1722,1798,1832,1836,2145,2287,2395,1909,712,708
s0463,95540,1956,2715,2308,2558,3197,3468,4459,4598,4499,5217,5329,5779,6214,6108,5182,6143,4104,5330,3992,4415,2697,2826,1080,1366
s0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1374,39678,0,0,0,0,0,0,0,0,1102,489,2040,1714,2629,2355,3001,2718,4045,4566,4594,4585,2565,2584,352,339
s0622,23153,2241,2108,2763,3181,2450,2356,2330,1816,1846,972,1036,54,0,0,0,0,0,0,0,0,0,0,0,0
s0394,149807,3173,3607,5030,4933,6471,6292,7565,7770,8169,9147,8846,9361,9305,9765,8238,9184,7183,7962,5477,5661,2876,2818,576,398
s1189,67313,2690,2068,2247,2225,2653,2645,2997,3375,3758,3726,4056,4533,4070,4183,3155,3615,2942,2987,2751,2678,1601,1494,393,471
s1111,120607,3420,3564,3590,3376,5344,5093,6125,6023,6465,6550,7231,7293,7710,7423,6051,6425,5458,5720,4955,4413,2854,2575,1395,1554
s1205,15239,0,0,0,0,0,0,0,0,0,0,851,1046,1588,2171,2186,2280,1751,1695,754,847,16,54,0,0
s0357,105262,3253,2871,3935,3976,4907,4513,5615,5247,5933,6079,6563,6369,6889,6583,5436,5315,4806,4943,3598,3778,2035,2140,234,244
s0058,53361,0,0,0,0,0,0,257,0,1858,1472,3231,3170,5410,5299,4727,4640,4415,4601,3551,3673,2686,2405,1033,933
s0446,109553,1772,1863,3125,2932,4107,4068,5902,5725,6647,6829,7519,7778,7212,7859,5982,6028,4816,4966,3591,3918,2162,2302,1225,1225
s1119,126644,4192,3924,4761,3882,4769,4566,6247,6440,6752,7557,8930,8748,8092,7802,6276,6582,6295,6017,4641,4098,2554,1979,880,660
s1354,125779,2223,2233,4502,4226,4711,4671,6275,5756,6770,6817,7041,7616,8157,8887,7210,7018,5986,6486,5131,5423,3346,3200,1121,973
s0542,58170,0,0,0,0,0,0,0,0,604,407,3009,2544,4498,3979,5717,4981,6570,6707,5514,5086,3318,2883,1150,1203
s0066,9511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,345,607,623,1121,847,1420,1592,1182,1331
s1369,92711,2702,3210,2533,2713,2802,3154,3680,3867,4373,4556,4915,5181,6109,6010,5668,5649,4889,5153,3935,4043,2873,2512,1072,1112
s0999,74559,2331,1801,2581,2374,2645,2482,3294,3398,3909,3969,4327,4506,4887,5027,4447,4405,4244,4102,3121,2939,1542,1339,471,418
s1353,101591,2825,2399,3742,3385,3886,4648,5379,5367,5976,6039,7478,7447,6300,6548,5171,5353,4843,5120,2868,2899,1669,1554,513,182
s0120,44599,0,0,0,0,0,0,0,0,33,0,1910,843,3078,2466,3852,3522,4998,5013,5266,4882,3267,3267,1107,1095
s1255,103092,3045,2747,3679,3284,4332,3829,5160,4769,5010,5316,5995,6150,6455,6243,5323,5848,5225,5205,4447,4427,2357,2649,875,722
s1089,154727,2942,4155,5365,5172,5899,5907,7180,7546,7831,8550,8571,8821,9038,9522,8313,8424,6789,7909,6659,6095,4629,4473,2510,2427
s0159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1175,56375,0,0,0,0,0,0,0,0,1791,2343,4214,4527,5852,5477,6750,6227,5382,5136,3128,2848,1250,1422,10,18
s0299,44947,1635,1014,1454,996,2646,2218,3340,2934,3908,3677,3582,3827,3814,3428,1947,2090,1163,1139,82,53,0,0,0,0
s0426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1048,1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,702,100,578,133,0,0
s1298,186788,5336,5051,6406,5816,7377,6961,8511,9448,10212,10463,12086,11530,11573,10731,10018,10865,8922,9125,7622,7349,4401,3870,1933,1182
s0103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1309,41166,0,0,0,0,0,0,0,0,36,235,388,1780,2004,2538,2305,4933,5007,5443,5072,3466,3445,2232,1643,639
s1129,35600,3589,3892,3982,3367,5013,4120,3121,2555,1984,2053,986,938,0,0,0,0,0,0,0,0,0,0,0,0
s0939,121994,3527,3216,4238,4587,5330,5249,5609,6123,6039,6660,7711,7358,7249,7778,5880,6715,5530,5809,4581,4813,2638,3063,1089,1202
s1120,92030,2118,2280,2575,3287,3188,4391,4539,5166,4944,5466,5452,5643,5690,5775,5246,4710,5152,4209,3972,3097,2455,2119,301,255
s0013,27297,0,0,0,0,0,0,0,0,1,2,819,856,1563,1497,1908,1995,2692,2775,3567,3227,2612,2111,895,777
s0843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0598,136534,740,4125,4220,4296,5505,5573,7224,7302,7274,8526,8716,9140,8591,8226,6924,7636,5705,6520,5277,5954,3251,3184,1334,1291
s0559,20035,2558,2661,2496,2405,1962,2253,1721,2088,827,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1138,27347,2627,2992,3210,3367,2538,3203,2021,2202,1558,2086,590,953,0,0,0,0,0,0,0,0,0,0,0,0
s0796,132902,3808,3427,3644,3672,4855,4988,6280,6781,6797,8173,7392,8128,8815,8852,7834,7861,6380,6162,5179,5063,3197,3217,1171,1226
s0997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0009,5108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,697,557,1116,1003,892,840
s0341,29823,0,0,0,0,0,0,0,0,0,0,250,254,2047,2208,2336,2660,2846,3199,3310,3759,2696,2439,917,902
s1405,36537,0,0,0,0,0,0,0,0,0,0,687,39,1832,2186,2735,2761,3807,4371,4631,4580,3026,2821,1655,1406
s1171,103926,2292,2520,3298,3193,3726,3696,4562,4481,5651,5466,6269,6359,6734,7214,5984,6142,5049,5040,4003,4014,2606,2578,1626,1423
s0629,129332,3162,3732,3947,4174,5566,5406,7224,7504,7460,8245,7810,7595,7611,7686,6300,7355,5212,5911,4669,4391,2988,2598,1284,1502
s0694,47019,0,0,0,0,0,0,0,0,0,0,1107,912,2722,2757,3446,3678,5382,5147,5515,5656,3706,3616,1660,1715
s1094,72704,3044,2182,2904,3002,2772,2909,4189,4567,4863,5322,5878,6027,4589,4773,3176,3698,2624,2628,1359,1417,469,312,0,0
s0452,117956,3002,2854,3812,4131,3972,4260,5210,5422,6435,6467,7517,7988,8203,8957,6569,6978,6300,5796,4536,4758,1822,2251,354,362
s0100,4157,898,1092,784,971,139,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0826,93465,166,59,1325,1105,3408,3306,6750,6433,7376,8709,8353,8302,7930,8252,5457,4774,4072,4536,1573,1579,0,0,0,0
s0876,1452,0,0,0,0,22,50,655,0,492,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0
s0651,40968,0,0,0,0,0,0,0,0,1010,874,1762,1893,2357,2766,3109,3432,4090,4617,3698,3763,2688,2549,882,1478
s0748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0732,25024,0,0,0,0,0,0,0,0,0,0,455,114,1267,1066,1827,1667,2379,2685,3711,3546,2120,2799,669,719
s1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0704,67043,2090,1613,2340,2263,2786,2429,3467,3619,3345,4025,4039,4001,4048,4186,3268,3774,3079,3221,2553,2577,1497,1826,508,489
s0940,135763,3889,4586,4396,4261,4573,4827,5860,5564,6909,7059,7495,7647,8589,8908,7490,6809,5718,6330,5628,5515,4782,4411,2275,2242
s1172,112144,1798,2209,3308,3995,4792,4492,6034,5561,6397,6563,7464,7677,7412,8028,5829,6236,5063,5338,3849,4198,2173,2288,659,781
s0364,93537,1785,2271,3618,3629,4279,3922,4988,4903,5448,5724,6479,6507,6801,6648,5811,5825,3875,4146,2611,2484,985,798,0,0
s0889,126125,5513,5212,4723,4988,6116,5918,6249,6733,7227,6888,8530,8542,8575,7935,7608,6459,5552,4903,3221,2942,1398,893,0,0
s0498,128522,3372,3755,3978,3876,4628,5799,5910,6674,6527,6977,7681,8415,8102,8475,6832,7201,7307,6735,5718,4732,2573,2466,380,409
s0213,41276,0,0,0,0,0,0,0,0,0,0,1022,771,1968,2086,3128,3689,3628,4543,5452,5364,3458,3168,1346,1653
s0975,157935,4313,4065,5227,4734,6390,5733,7851,7033,9344,9020,10102,10338,10370,9719,8285,8421,6986,7696,5839,6068,3743,3709,1557,1392
s1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0605,104051,2772,4039,4024,4042,4791,4943,5859,6304,6630,7286,6660,7442,6678,7795,4938,5885,3506,4013,2534,2687,655,568,0,0
s0946,96228,3430,3128,3185,3075,3501,3620,3987,4155,5157,4851,6244,6089,6464,6644,5222,5789,4906,4989,3423,3064,2198,1967,374,766
s0445,54226,0,0,0,0,0,0,0,0,76,74,2838,2144,3918,3539,5065,4595,7009,6679,5517,5297,3350,3027,682,416
s0231,100979,2873,2770,2887,2971,3149,3641,4615,4581,5458,6258,6896,6553,6763,6301,4923,5409,4356,4906,3751,3447,2868,2811,1317,1475
s0080,158571,5964,5058,5863,5797,6872,7189,8258,8599,8829,9952,9367,10394,8870,9532,7414,8173,6848,6502,5570,5615,3007,3089,932,877
s1251,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,551,0,84,12
s0300,26061,0,0,0,0,0,0,0,0,0,0,39,244,1580,1638,385,1824,2980,2284,3843,3226,3113,2509,1473,923
s0782,54542,0,0,0,0,0,0,30,202,1999,3005,5197,6287,8124,8395,5569,5802,3930,4081,927,994,0,0,0,0
s0989,30103,0,0,0,0,0,0,0,0,2,0,1224,810,1873,1605,2881,2244,4535,4749,3094,3253,1476,1668,407,282
s1365,75534,2225,1910,2242,2518,2604,3102,3246,3821,3742,4581,4631,4707,4220,5214,3911,4449,3692,3852,2835,3005,1788,1744,740,755
s1168,16403,3513,3668,3678,2865,2638,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0802,106830,4193,3526,5041,4924,5160,5303,6064,6869,7204,8635,7381,8113,4353,6681,3182,5145,5201,4147,3258,2140,128,182,0,0
s1085,124315,2447,2839,4109,3727,4370,4563,5447,5389,6682,6736,7383,7289,7990,8339,6604,6981,5825,6231,4930,4752,3489,3433,2401,2359
s0078,65678,0,0,0,0,0,0,0,0,1928,703,4755,3813,6288,4705,6331,5664,6575,6377,5190,5311,2975,2851,1170,1042
s1023,173263,4396,4767,5488,5982,5794,6054,7383,8023,8137,9082,8751,9718,9996,10111,10467,9732,8858,8496,7661,7349,5716,5342,3103,2857
s0421,118610,3129,3193,4344,4196,5583,6346,6614,7391,7342,7971,7963,8207,8976,7958,7213,5762,5869,4162,3711,1972,597,111,0,0
s1373,52845,0,0,0,0,0,0,0,0,1482,700,3360,2634,3360,3213,3566,3982,4552,5037,6509,6246,3374,3593,655,582
s0081,9612,1223,1189,1759,1696,1315,1147,714,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0042,42076,0,0,0,0,0,0,0,0,0,0,1387,628,2174,2281,2974,3121,5700,5787,5018,4776,2974,2914,1360,982
s0306,14466,0,0,0,0,0,0,0,0,0,0,0,0,713,464,1182,1082,1570,1282,1546,1560,1785,1540,1094,648
s0052,22990,0,0,0,0,0,0,0,0,0,0,0,0,3,1094,1274,1639,2602,2704,4185,3602,2803,2665,258,161
s0088,43944,0,0,0,0,0,0,238,7,1827,1673,3075,2950,3394,3498,3833,4061,4568,4482,3143,2980,1579,1368,691,577
s0670,84325,2143,0,2963,3973,3251,3577,3873,4381,4438,5041,4711,5525,4949,5954,4097,4548,3597,4419,3119,3495,1985,2091,1249,946
s1247,76491,1889,1942,2521,2300,2820,3194,3682,3946,4453,4559,5059,5192,5309,5262,4404,4509,3312,3700,2217,2530,1480,1505,408,298
s0988,14261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,409,1224,1133,1992,2058,2652,2504,2024
s0040,129470,3621,4165,4358,4522,5585,5167,6650,6882,7382,7718,8727,7438,6116,7459,5460,6383,8328,5728,5478,4674,2491,2778,1107,1253
s0984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0535,23153,3498,2819,3007,2565,1752,1373,1344,1510,1488,1603,900,1294,0,0,0,0,0,0,0,0,0,0,0,0
s0912,152181,3099,4089,4967,5512,6240,6047,6973,7513,7862,8736,8335,8329,9593,9306,7971,8027,7003,7180,6859,5801,4662,4104,1793,2180
s1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0513,65985,0,2,0,4,79,69,1468,1038,3209,2486,5651,4070,5608,7409,4191,6965,4632,5048,3969,4374,2158,2316,328,911
s0720,138092,3230,2589,3508,3398,4648,4783,5651,5907,6569,7487,8171,7996,9123,8832,8850,8581,7851,7257,5881,5515,4272,3396,2203,2394
s0637,129749,2868,2897,4079,4137,5972,5618,6934,7381,7424,8453,7773,7986,8231,7834,6709,6668,5937,5430,4685,4266,3103,2583,1379,1402
s0586,39696,0,0,0,0,0,0,0,0,0,0,0,0,1801,1408,2996,2963,4430,4715,5301,5248,3965,3161,2096,1612
s0288,13308,2814,2908,1255,1300,1036,1283,1177,1469,26,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0813,17098,808,1279,1094,617,1268,390,2320,489,2941,463,1606,0,937,0,900,0,679,0,166,0,523,196,288,134
s1040,29201,4138,4227,3962,2778,2843,1555,1571,1277,1762,1708,1990,1390,0,0,0,0,0,0,0,0,0,0,0,0
s0640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0760,28308,0,0,0,0,0,0,0,0,110,0,163,225,899,1276,1677,1874,2707,3691,4406,4377,2397,2355,1238,913
s1338,46700,3389,3441,3097,3375,1812,1696,1419,1791,1469,1896,1610,1797,1776,1798,1910,1793,1992,1906,1908,1703,1774,1511,987,850
s0769,40044,3081,3397,4277,4066,5215,4987,4367,2808,2905,1837,1973,974,157,0,0,0,0,0,0,0,0,0,0,0
s0221,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,408,77,132
s0556,145091,3714,3183,4832,4835,5328,5863,7596,7589,8002,8299,9937,9161,8896,9346,7581,7778,6637,6796,5577,5068,3629,3238,1139,1067
s0795,105730,3078,3538,4208,3947,4487,4185,5560,5707,5655,6329,6659,6993,7690,7704,5633,6453,4264,4847,2920,3017,1244,1387,70,155
s1318,52403,2309,2148,3422,3662,4525,4662,4692,4754,4546,4586,4032,3462,3188,2263,152,0,0,0,0,0,0,0,0,0
s0718,75055,3196,3070,2481,2493,2736,2484,2961,3270,3255,4063,3678,4378,2785,3349,4609,4753,4770,3956,4402,3229,2030,1683,783,641
s0754,191062,5374,5885,5473,5471,6678,7568,8522,9419,10015,10066,11059,12796,13041,11229,10272,11030,9866,8959,7876,7965,4255,4723,1957,1563
s1355,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,282,129,484,0,89
s0290,51701,0,0,0,0,0,0,255,604,1540,1858,2862,2955,3521,4247,5498,5857,4811,5219,3595,3454,2069,1885,812,659
s1330,164247,5292,4777,5265,5167,6009,6412,7446,7475,8172,9028,9785,9942,10971,10229,8295,9580,7081,8586,5065,6151,4851,4250,2392,2026
s0420,125058,2882,4057,3871,3800,4561,4544,5925,5755,6376,6483,7275,7547,8596,9257,7188,7146,6347,6472,5157,4843,2363,2604,998,1011
s0440,87627,2859,2786,3200,2971,3230,3504,4109,4383,4497,5130,5539,5968,5462,5775,4498,4989,3997,3816,3018,3074,1750,1616,736,720
s1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1109,2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,128,605,609,127,182
s1314,62759,1715,2205,2307,2386,2377,2470,3153,2813,3102,3304,3565,3689,3942,4039,3127,3315,2873,3013,2257,2580,1412,1752,700,663
s1062,116875,3784,3776,4002,3834,4808,4396,5503,5248,5648,6249,6875,6732,7227,7125,5959,6311,5896,5979,4699,4576,3163,3118,1160,807
s0483,106738,3322,3131,3500,3692,3868,3912,4833,4841,5280,5886,6241,6648,6512,6950,4992,5831,5234,5364,3752,3849,2997,3067,1571,1465
s0143,23462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013,967,1716,1764,2680,2826,5028,3747,1790,1931
s0563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0662,148183,4274,4475,4561,4608,5802,5901,7104,7437,7654,8929,9456,9733,8690,9263,8089,7518,7268,7319,5819,5532,3522,3117,909,1203
s0767,34780,0,0,0,0,95,149,1090,1168,2109,2507,4250,4841,3965,4544,2848,3079,2223,1766,137,9,0,0,0,0
s0977,95276,3203,3041,3674,4249,3921,4560,5171,5734,5380,6879,5741,7063,5926,6181,4751,4746,3663,3833,2931,2595,1170,864,0,0
s0204,36359,0,0,0,0,0,0,0,0,0,0,508,885,1769,1906,2617,2624,4539,4465,4459,4374,3198,3054,962,999
